RTDTimestamp,RepeatedHourFlag,IntervalId,IntervalEnding,IntervalRepeatedHourFlag,SettlementPoint,SettlementPointType,LMP
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FAL_FALCONG1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FAL_FALCONG2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FAL_FALCONG3,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FERGCC_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FERGCC_GT1_1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FERGCC_GT2_3,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FERGCC_ST1_5,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FLCNS_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FLCNS_UNIT1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FLCNS_UNIT2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FLCNS_UNIT3,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FLTCK_SSI,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FORMOSA_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FORMOSA_PUN1,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FORMOSA_PUN2,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FO_FORMOSA11,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FO_FORMOSA12,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FO_FORMOSG1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FO_FORMOSG10,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FO_FORMOSG2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FO_FORMOSG3,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FO_FORMOSG4,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FO_FORMOSG5,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FO_FORMOSG6,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FO_FORMOSG7,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FO_FORMOSG8,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FO_FORMOSG9,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FPPYD_FPP_G1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FPPYD_FPP_G2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FPPYD_FPP_G3,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FREC_1_CCU,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FREC_2_CCU,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FREC_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FREC_CC2,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FRNYPP_1_CCU,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FRNYPP_2_CCU,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FRNYPP_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FRNYPP_CC2,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FRONTERA_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FRO_FRONTEG1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FRO_FRONTEG2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FRO_FRONTEG3,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FTR_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,FTR_FTR_G1_4,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GBY_GBY_5,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GBY_GT,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GIB_GIB_CRG1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GID_GIDEONG1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GID_GIDEONG2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GID_GIDEONG3,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GOA_GOATWIND,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GPASTURE_ALL,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GRANDVW1_A_B,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GRSES_UNIT1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GRSES_UNIT2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GUADG_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GUADG_CC2,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GUADG_CCU1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GUADG_CCU2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GUNMTN_NODE,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,GWEC_G1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HAYSEN1_2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HAYSEN3_4,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HB_BUSAVG,SH,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HB_HOUSTON,HU,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HB_HUBAVG,AH,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HB_NORTH,HU,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HB_SOUTH,HU,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HB_WEST,HU,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HELIOS_RN,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HHGT_KENDAL,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HHOLLW2_WND1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HHOLLW3_WND1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HHOLLW4_WND1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HLSES_UNIT3,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HLSES_UNIT4,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HLSES_UNIT5,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HOVEY_UNIT1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HRFDWIND_ALL,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,HWF_HWFG1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,H_HOLLO_WND1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,INDN_INDNNWP,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,IND_INADALE1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,INGLCOSW_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,INGLCOSW_STG,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,INGLCOS_CTG1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,INGLCOS_CTG2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,INGLCO_PUN1,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,INGLCO_PUN2,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,INGLCO_PUN3,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,INKS_INKS_G1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,IN_INDNENR,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,IN_INDNENR_2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,JACKCNTY_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,JACKCNTY_CT1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,JACKCNTY_CT2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,JACKCNTY_STG,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,JCKCNTY2_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,JCKCNTY2_CT3,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,JCKCNTY2_CT4,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,JCKCNTY2_ST2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,KEECHI_U1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,KEO_KEO_SM1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,KING_KINGNE,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,KING_KINGNW,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,KING_KINGSE,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,KING_KINGSW,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,KMCHI_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,KMCHI_CC2,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LARDVFTN_G4,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LARDVFTN_G5,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LEG_LEG_G1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LEG_LEG_G2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LEONLCPCT1_2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LEONLCPCT3_4,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LFBIO_UNIT1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LGD_LANGFORD,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LGE_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LGE_LGE_GT1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LGE_LGE_GT2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LGE_LGE_STG,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LGE_PUN1,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LGE_PUN2,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LGW_UNIT_ALL,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LHM_CVC_G4,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LHM_PUN1,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LHM_PUN2,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LHORN_N_U1_2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LHSES_UNIT1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LHSES_UNIT2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LNCRK_ALL,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LONEWOLF_ALL,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LOSTPI_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LOS_LOSTPGT1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LOS_LOSTPGT2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LOS_LOSTPST1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LPCCS_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LPCCS_CC2,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LPCCS_CT11,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LPCCS_CT12,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LPCCS_CT21,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LPCCS_CT22,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LPCCS_UNIT1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LPCCS_UNIT2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LV1A_LV1B,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LV3_RN,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LV5_UNIT1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LZ_AEN,LZ,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LZ_CPS,LZ,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LZ_HOUSTON,LZ,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LZ_LCRA,LZ,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LZ_NORTH,LZ,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LZ_RAYBN,LZ,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LZ_SOUTH,LZ,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,LZ_WEST,LZ,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MARBFA,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MAR_MARSFOG1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MAR_MARSFOG2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MAR_MARSFOG3,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MCDLD_FCSBW1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MCSES_UNIT6,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MCSES_UNIT7,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MCSES_UNIT8,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MDANP_CT1_2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MDANP_CT3_4,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MDANP_CT5_6,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MESQCRK_ALL,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MGSES_CT123,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MGSES_CT456,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MIAM1_G1_G2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MIL_MILG1_2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MIL_MILG345,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MLSES_UNIT1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MLSES_UNIT2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MLSES_UNIT3,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MNSES_UNIT1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MNSES_UNIT2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MNSES_UNIT3,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MOZART_WIND1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,MWEC_G1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NACPW_UNIT1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NCARBIDEG8,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NCARBIDE_1_7,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NCARBID_PUN1,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NCARBID_PUN2,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NEDIN_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NED_NEDIN_G1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NED_NEDIN_G2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NED_NEDIN_G3,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NTX_NTX_123,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NUECES_B_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NUE_NUECESG7,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NUE_NUECESG8,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NUE_NUECESG9,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,NWF_NWF1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OECCS_1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OECCS_2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OECCS_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OECCS_CC2,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OGSES_1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OGSES_2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OKLA_OKLA_G1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OLIN_OLING_1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OLIN_OLING_2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OLIN_OLING_3,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OLIN_OLING_4,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OWF_OWF,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OXY_OXY_CCG1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OXY_PUN1,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,OXY_PUN2,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PANDA_S_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PANDA_S_CT1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PANDA_S_CT2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PANDA_S_ST1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PANDA_T1_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PANDA_T1_CT1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PANDA_T1_CT2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PANDA_T1_ST1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PANDA_T2_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PANDA_T2_CT1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PANDA_T2_CT2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PANDA_T2_ST1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PAP1_PAP1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PB2SES_CT1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PB2SES_CT2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PB2SES_CT3,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PB2SES_CT4,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PB2SES_CT5,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PBSES_UNIT6,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PC_NORTH_1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PC_SOUTH_ALL,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PEARSA_1_24,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PEAR_PEARS_1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PEAR_PEARS_2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PEAR_PEARS_3,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PENA_ALL,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PH1_UNIT1_2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PH2_U1_U2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PNPI_GT2_RN,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PR_PR_G2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSA_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSA_PSA_G1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSA_PSA_G2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSA_PSA_G3,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSA_PSA_G4,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSA_PSA_G5,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSA_PSA_G6,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSA_PSA_G7,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSA_PUN1,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSA_PUN2,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSA_PUN3,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSA_PUN4,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSA_PUN5,PUN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSG_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSG_PSG_GT2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSG_PSG_GT3,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PSG_PSG_ST1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,PYR_PYRON1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,QALSW_ALL,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,QALSW_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,QALSW_CC2,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,RAYBURN_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,RAYBURN_G1_2,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,RAYB_G78910,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,RDCAN_RDCNY1,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,REDFISH_ALL,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,REDGATE_ALL,RN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,RIONOG_CC1,LCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,RIONOG_CT1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,RIONOG_CT2,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,RIONOG_CT3,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,RIONOG_ST1,PCCRN,13.31
02/17/2016 09:30:01,N,3,02/17/2016 09:45:00,N,RN_ECEC_HOLT,RN,13.31
